date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:12:12	3116/3116	---M--	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2013:49:54%20GMT	https://limaghana.com/wp/wp-content/plugins/oslim-addon/assets/vendors/odometer/odometer.min.css?ver=1692020994	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/plugins/oslim-addon/assets/vendors/odometer/odometer.minee30.css	(from https://limaghana.com/wp/)
11:12:17	3356/3356	---M--	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2013:49:54%20GMT	https://limaghana.com/wp/wp-content/plugins/oslim-addon/assets/vendors/owl-carousel/owl.carousel.min.css?ver=1692020994	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/plugins/oslim-addon/assets/vendors/owl-carousel/owl.carousel.minee30.css	(from https://limaghana.com/wp/)
11:12:24	1018/1018	---M--	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2013:49:54%20GMT	https://limaghana.com/wp/wp-content/plugins/oslim-addon/assets/vendors/owl-carousel/owl.theme.default.min.css?ver=1692020994	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/plugins/oslim-addon/assets/vendors/owl-carousel/owl.theme.default.minee30.css	(from https://limaghana.com/wp/)
11:12:24	337/337	---M--	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2013:49:54%20GMT	https://limaghana.com/wp/wp-content/plugins/oslim-addon/assets/vendors/the-sayinistic-font/stylesheet.css?ver=1692020994	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/plugins/oslim-addon/assets/vendors/the-sayinistic-font/stylesheetee30.css	(from https://limaghana.com/wp/)
11:12:27	12876/12876	---M--	200	added ('OK')	text/css	date:Mon,%2021%20Aug%202023%2011:20:33%20GMT	https://limaghana.com/wp/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://limaghana.com/wp/)
11:12:28	0/0	---M--	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2013:49:54%20GMT	https://limaghana.com/wp/wp-content/plugins/oslim-addon/assets/css/oslim-addon.css?ver=1692020994	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/plugins/oslim-addon/assets/css/oslim-addon.eee30.delayed	(from https://limaghana.com/wp/)
11:12:29	2381/2381	---M--	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2013:46:48%20GMT	https://limaghana.com/wp/wp-content/themes/oslim/assets/vendors/oslim-icons/style.css?ver=1.0	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/themes/oslim/assets/vendors/oslim-icons/style5152.css	(from https://limaghana.com/wp/)
11:12:31	154881/154881	---M--	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2013:46:48%20GMT	https://limaghana.com/wp/wp-content/themes/oslim/assets/vendors/bootstrap/css/bootstrap.min.css?ver=5.0.0	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/themes/oslim/assets/vendors/bootstrap/css/bootstrap.minbb93.css	(from https://limaghana.com/wp/)
11:12:32	59348/59348	---M--	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2013:46:48%20GMT	https://limaghana.com/wp/wp-content/themes/oslim/assets/vendors/fontawesome/css/all.min.css?ver=5.15.1	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/themes/oslim/assets/vendors/fontawesome/css/all.min9e0b.css	(from https://limaghana.com/wp/)
11:12:32	284052/284052	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Oct%202023%2014:51:49%20GMT	https://limaghana.com/wp/wp-content/themes/oslim/style.css?ver=1736680192	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/themes/oslim/style77fa.css	(from https://limaghana.com/wp/)
11:12:34	1057/1057	---M--	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2013:50:35%20GMT	https://limaghana.com/wp/wp-content/plugins/recent-posts-widget-with-thumbnails/public.css?ver=7.1.1	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/plugins/recent-posts-widget-with-thumbnails/public03db.css	(from https://limaghana.com/wp/)
11:12:35	19488/19488	---M--	200	added ('OK')	text/css	date:Mon,%2021%20Aug%202023%2011:20:26%20GMT	https://limaghana.com/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind618.css	(from https://limaghana.com/wp/)
11:12:37	1099/1099	---M--	200	added ('OK')	text/css	date:Mon,%2002%20Oct%202023%2016:56:41%20GMT	https://limaghana.com/wp/wp-content/uploads/elementor/css/post-7.css?ver=1696265801	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/elementor/css/post-73ef1.css	(from https://limaghana.com/wp/)
11:12:38	111852/111852	---M--	200	added ('OK')	text/css	date:Mon,%2021%20Aug%202023%2011:20:04%20GMT	https://limaghana.com/wp/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.15.3	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/plugins/elementor/assets/css/frontend-lite.minb73d.css	(from https://limaghana.com/wp/)
11:12:38	418384/418384	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Oct%202023%2018:43:51%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/10/banner-5.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/10/banner-5.jpg	(from https://limaghana.com/wp/)
11:12:38	9475/9475	---M--	200	added ('OK')	text/css	date:Mon,%2002%20Oct%202023%2016:56:41%20GMT	https://limaghana.com/wp/wp-content/uploads/elementor/css/global.css?ver=1696265801	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/elementor/css/global3ef1.css	(from https://limaghana.com/wp/)
11:12:38	3859/3859	---M--	200	added ('OK')	text/css	date:Wed,%2018%20Sep%202024%2011:02:04%20GMT	https://limaghana.com/wp/wp-content/uploads/elementor/css/post-9.css?ver=1726657324	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/elementor/css/post-9cf7f.css	(from https://limaghana.com/wp/)
11:12:39	57912/57912	---M--	200	added ('OK')	text/css	date:Mon,%2021%20Aug%202023%2011:20:28%20GMT	https://limaghana.com/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://limaghana.com/wp/)
11:12:39	669/669	---M--	200	added ('OK')	text/css	date:Mon,%2021%20Aug%202023%2011:20:28%20GMT	https://limaghana.com/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://limaghana.com/wp/)
11:12:40	13577/13577	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://limaghana.com/wp/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://limaghana.com/wp/)
11:12:40	87553/87553	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202023%2001:56:56%20GMT	https://limaghana.com/wp/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-includes/js/jquery/jquery.minf43b.js	(from https://limaghana.com/wp/)
11:12:41	197084/197084	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Jan%202025%2011:10:55%20GMT	https://limaghana.com/wp/wp-json/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-json/index.html	(from https://limaghana.com/wp/)
11:12:42	66057/66057	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Jan%202025%2011:10:56%20GMT	https://limaghana.com/wp/wp-json/wp/v2/pages/9	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-json/wp/v2/pages/9.json	(from https://limaghana.com/wp/)
11:12:42	810/810	---MC-	200	added ('OK')	text/xml	date:Sun,%2012%20Jan%202025%2011:10:57%20GMT	https://limaghana.com/wp/xmlrpc.php?rsd	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/xmlrpc0db0.php	(from https://limaghana.com/wp/)
11:12:43	2045/2045	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Jan%202025%2011:10:57%20GMT	https://limaghana.com/wp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flimaghana.com%2Fwp%2F	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-json/oembed/1.0/embed92c1.json	(from https://limaghana.com/wp/)
11:12:43	2203/2203	---MC-	200	added ('OK')	text/xml	date:Sun,%2012%20Jan%202025%2011:10:58%20GMT	https://limaghana.com/wp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flimaghana.com%2Fwp%2F&format=xml	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-json/oembed/1.0/embedb0cd	(from https://limaghana.com/wp/)
11:12:44	17090/17090	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202023%2008:21:09%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/loader-1.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/loader-1.jpg	(from https://limaghana.com/wp/)
11:12:44	46904/46904	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Aug%202023%2023:45:43%20GMT	https://limaghana.com/wp/wp-content/uploads/2022/01/lima-logo.png	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2022/01/lima-logo.png	(from https://limaghana.com/wp/)
11:12:45	57829/57829	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:10:59%20GMT	https://limaghana.com/wp/about-us/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/about-us/index.html	(from https://limaghana.com/wp/)
11:12:46	64206/64206	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:00%20GMT	https://limaghana.com/wp/team/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/team/index.html	(from https://limaghana.com/wp/)
11:12:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Jan%202025%2011:11:01%20GMT	https://limaghana.com/wp/about-us	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/about-us.25.delayed	(from https://limaghana.com/wp/)
11:12:54	1409378/1409378	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Aug%202023%2022:55:13%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/bg-1.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/bg-1.jpg	(from https://limaghana.com/wp/)
11:12:55	79085/79085	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:01%20GMT	https://limaghana.com/wp/portolio/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/portolio/index.html	(from https://limaghana.com/wp/)
11:12:55	51111/51111	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:03%20GMT	https://limaghana.com/wp/services/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/services/index.html	(from https://limaghana.com/wp/)
11:12:55	46654/46654	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:01%20GMT	https://limaghana.com/wp/events/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/events/index.html	(from https://limaghana.com/wp/)
11:13:10	998759/998759	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Aug%202023%2022:55:30%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/bg-3.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/bg-3.jpg	(from https://limaghana.com/wp/)
11:13:11	69006/69006	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:10%20GMT	https://limaghana.com/wp/careers/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/careers/index.html	(from https://limaghana.com/wp/)
11:13:11	53742/53742	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:12%20GMT	https://limaghana.com/wp/contact/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/contact/index.html	(from https://limaghana.com/wp/)
11:13:11	71782/71782	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:11%20GMT	https://limaghana.com/wp/lima-digest/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/lima-digest/index.html	(from https://limaghana.com/wp/)
11:13:12	44296/44296	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Jan%202025%2011:11:26%20GMT	https://limaghana.com/wp/portofolio	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/portofolio.27.delayed	(from https://limaghana.com/wp/)
11:13:19	1183039/1183039	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Oct%202023%2023:35:15%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/10/slider-3.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/10/slider-3.jpg	(from https://limaghana.com/wp/)
11:13:20	49608/49608	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:29%20GMT	https://limaghana.com/wp/service/tax-compliance/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/service/tax-compliance/index.html	(from https://limaghana.com/wp/)
11:13:21	49137/49137	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:30%20GMT	https://limaghana.com/wp/service/consulting/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/service/consulting/index.html	(from https://limaghana.com/wp/)
11:13:21	49427/49427	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:30%20GMT	https://limaghana.com/wp/service/payroll-services/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/service/payroll-services/index.html	(from https://limaghana.com/wp/)
11:13:28	220770/220770	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Aug%202023%2016:49:34%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/home-1.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/home-1.jpg	(from https://limaghana.com/wp/)
11:13:28	49776/49776	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:37%20GMT	https://limaghana.com/wp/service/regulatory-compliance/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/service/regulatory-compliance/index.html	(from https://limaghana.com/wp/)
11:13:28	49102/49102	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:41%20GMT	https://limaghana.com/wp/service/immigration-services/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/service/immigration-services/index.html	(from https://limaghana.com/wp/)
11:13:28	49643/49643	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:40%20GMT	https://limaghana.com/wp/service/accounting/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/service/accounting/index.html	(from https://limaghana.com/wp/)
11:13:30	117631/117631	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Oct%202023%2020:27:33%20GMT	https://limaghana.com/wp/wp-content/uploads/2022/02/kwame-2.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2022/02/kwame-2.jpg	(from https://limaghana.com/wp/)
11:13:30	106086/106086	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Oct%202023%2020:29:19%20GMT	https://limaghana.com/wp/wp-content/uploads/2022/02/kelvin-2.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2022/02/kelvin-2.jpg	(from https://limaghana.com/wp/)
11:13:32	101612/101612	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Oct%202023%2020:31:54%20GMT	https://limaghana.com/wp/wp-content/uploads/2022/02/daniel-2.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2022/02/daniel-2.jpg	(from https://limaghana.com/wp/)
11:13:32	275666/275666	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2012:02:15%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/amandi-1.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/amandi-1.jpg	(from https://limaghana.com/wp/)
11:13:32	225978/225978	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2012:02:20%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/eleqtra-1.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/eleqtra-1.jpg	(from https://limaghana.com/wp/)
11:13:33	55734/55734	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:47%20GMT	https://limaghana.com/wp/portfolio/p7/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/portfolio/p7/index.html	(from https://limaghana.com/wp/)
11:13:33	248059/248059	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2012:02:24%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/norfund-1.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/norfund-1.jpg	(from https://limaghana.com/wp/)
11:13:33	222591/222591	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2012:02:22%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/karpowership-1.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/karpowership-1.jpg	(from https://limaghana.com/wp/)
11:13:34	55516/55516	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:48%20GMT	https://limaghana.com/wp/portfolio/p20/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/portfolio/p20/index.html	(from https://limaghana.com/wp/)
11:13:35	307955/307955	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2012:02:24%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/phi.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/phi.jpg	(from https://limaghana.com/wp/)
11:13:35	56339/56339	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:47%20GMT	https://limaghana.com/wp/portfolio/p1/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/portfolio/p1/index.html	(from https://limaghana.com/wp/)
11:13:35	318209/318209	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2012:02:27%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/zupt-1.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/zupt-1.jpg	(from https://limaghana.com/wp/)
11:13:36	54755/54755	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:49%20GMT	https://limaghana.com/wp/portfolio/p27/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/portfolio/p27/index.html	(from https://limaghana.com/wp/)
11:13:37	242291/242291	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2012:02:21%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/intake.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/intake.jpg	(from https://limaghana.com/wp/)
11:13:41	55145/55145	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:51%20GMT	https://limaghana.com/wp/portfolio/p24/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/portfolio/p24/index.html	(from https://limaghana.com/wp/)
11:13:41	336232/336232	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2012:06:20%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/paix-1.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/paix-1.jpg	(from https://limaghana.com/wp/)
11:13:41	54623/54623	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:50%20GMT	https://limaghana.com/wp/portfolio/p28/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/portfolio/p28/index.html	(from https://limaghana.com/wp/)
11:13:41	55481/55481	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:52%20GMT	https://limaghana.com/wp/portfolio/p25/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/portfolio/p25/index.html	(from https://limaghana.com/wp/)
11:13:44	260519/260519	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2012:02:25%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/uhuru-1.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/uhuru-1.jpg	(from https://limaghana.com/wp/)
11:13:44	55471/55471	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:11:57%20GMT	https://limaghana.com/wp/portfolio/p10/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/portfolio/p10/index.html	(from https://limaghana.com/wp/)
11:13:47	55599/55599	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2011:12:01%20GMT	https://limaghana.com/wp/portfolio/p6/	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/portfolio/p6/index.html	(from https://limaghana.com/wp/)
11:13:49	247981/247981	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2012:02:31%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/verod-2.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/verod-2.jpg	(from https://limaghana.com/wp/)
11:13:50	296169/296169	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2012:02:18%20GMT	https://limaghana.com/wp/wp-content/uploads/2023/08/ayitepa-1.jpg	C:/My%20Web%20Sites/REAL/lima/limaghana.com/wp/wp-content/uploads/2023/08/ayitepa-1.jpg	(from https://limaghana.com/wp/)
